experiment,K,C,scenario,routing_mode,num_routes,policy,n_drones,mean_h1,mean_h2,mean_risk,frames_per_drone,channel_util
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,round-robin,30,26.947666666666667,310.808,702.8375966666666,9.166666666666666,0.7998994329133726
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,round-robin-sw,30,1.4426666666666665,929.2656666666667,487.56332,2.2333333333333334,0.7968535529511139
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,aoi-normalized,62,27.353548387096772,438.7683870967742,755.3544096774193,4.887096774193548,0.7993566963243496
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,max-weight-drift,62,32.7933870967742,428.05,956.937520967742,5.080645161290323,0.7978002553275066
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,max-weight-sw,62,2.6324193548387096,580.863064516129,382.46974193548385,3.7903225806451615,0.8019573113986371
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,mw-pe,62,3.313548387096774,500.8435483870968,355.30953387096775,4.903225806451613,0.7986591291347411
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,pf-classic,62,130.55,545.2324193548387,7533.923969354839,4.935483870967742,0.7989785967253503
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,pf-classic-sw,62,2.9120967741935484,579.831935483871,390.87639193548387,4.419354838709677,0.7993381794510144
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,round-robin,62,114.57016129032257,553.4269354838709,4298.100777419355,4.951612903225806,0.7985266184095693
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,round-robin-sw,62,2.1293548387096775,1039.4185483870967,520.2762951612904,1.0483870967741935,0.8017008504252126
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,aoi-normalized,126,38.2652380952381,636.1401587301588,1395.5713365079364,2.373015873015873,0.8012019981267562
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,max-weight-drift,126,22.257698412698414,879.9600793650794,832.2319182539683,2.111111111111111,0.7982894402574308
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,max-weight-sw,126,2.9215873015873015,1038.1697619047618,523.6622944444445,0.2619047619047619,0.8047642845244045
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,mw-pe,126,4.903412698412699,967.2788095238095,512.2251436507936,1.9126984126984128,0.797619985814485
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,pf-classic,126,466.369126984127,846.8707936507936,33730.76413968254,2.507936507936508,0.798322644301924
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,pf-classic-sw,126,5.137142857142857,931.8499206349206,505.1932888888889,2.253968253968254,0.7972171014419556
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,round-robin,126,290.2055555555556,881.775634920635,15361.510266666666,2.5,0.7982979773063641
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,round-robin-sw,126,3.6605555555555553,1051.9165873015872,530.3096285714286,0.09523809523809523,0.8021046477638117
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,aoi-normalized,254,23.720590551181104,1011.6379527559055,719.4014633858268,0.46062992125984253,0.8000373471102673
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,max-weight-drift,254,5.647362204724409,1040.2088976377952,552.0056255905512,0.15354330708661418,0.7998538189791692
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,max-weight-sw,254,5.113228346456693,1052.1000393700788,536.9687673228347,0.023622047244094488,0.7998839907192575
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,mw-pe,254,5.375236220472441,1051.753622047244,540.5035157480315,0.07480314960629922,0.8002551020408163
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,pf-classic,254,763.7613385826771,994.0383858267717,68412.11862322835,1.236220472440945,0.7983886576986354
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,pf-classic-sw,254,9.703031496062993,1040.9670078740157,566.5075625984252,1.110236220472441,0.8013557323902152
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,round-robin,254,729.2427952755905,1048.6488188976377,59389.014966929135,1.2677165354330708,0.7985580180005807
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,round-robin-sw,254,6.759330708661417,1052.0987401574803,551.0745515748032,0.011811023622047244,0.7918190567853706
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,aoi-normalized,6,1.245,178.19833333333332,163.74411666666668,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,max-weight-drift,6,1.245,177.69166666666666,163.71916666666667,16.5,0.8083353141589414
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,max-weight-sw,6,2.4050000000000002,269.93666666666667,229.57473333333334,10,0.8047344689378757
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,mw-pe,6,2.125,285.65999999999997,243.20566666666667,9.833333333333334,0.8040201005025126
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,pf-classic,6,1.2433333333333334,178.24333333333334,163.77393333333333,16.666666666666668,0.8056413913319072
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,pf-classic-sw,6,1.9,339.37666666666667,278.6517166666667,8,0.8053531834019639
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,round-robin,6,1.245,178.24166666666667,163.72238333333334,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,round-robin-sw,6,1.96,339.12333333333333,279.5314833333333,8,0.8057713651498335
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,aoi-normalized,14,1.247142857142857,179.27,165.16590714285715,16.142857142857142,0.7992121973581446
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,max-weight-drift,14,1.2478571428571428,179.48214285714286,165.18002142857142,16,0.7985330571496485
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,max-weight-sw,14,2.407857142857143,270.67571428571426,231.02872142857143,10.071428571428571,0.7991512677266868
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,mw-pe,14,2.13,286.8457142857143,244.64699285714286,9.571428571428571,0.8011941996019335
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,pf-classic,14,1.2464285714285714,179.22571428571428,165.13995,16.142857142857142,0.7995517674623926
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,pf-classic-sw,14,1.9035714285714285,341.2007142857143,280.9867,8,0.7983193277310925
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,round-robin,14,1.2478571428571428,179.12214285714285,165.05472857142857,16.142857142857142,0.7999252945770654
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,round-robin-sw,14,1.612142857142857,573.4671428571429,383.7221,4.428571428571429,0.7999049994062463
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,aoi-normalized,30,1.2496666666666667,179.47299999999998,164.95418666666666,16.133333333333333,0.7992836653512734
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,max-weight-drift,30,1.2503333333333333,179.189,164.93080333333333,16.133333333333333,0.7998225011489881
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,max-weight-sw,30,2.4223333333333334,271.23766666666666,231.1971,10,0.8000754811926029
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,mw-pe,30,2.1376666666666666,287.83866666666665,244.92576,9.566666666666666,0.7995957339290939
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,pf-classic,30,1.2496666666666667,179.436,164.94555333333332,16.133333333333333,0.7994896908033408
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,pf-classic-sw,30,1.9246666666666665,340.70933333333335,280.44524333333334,8,0.802291990730453
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,round-robin,30,1.2493333333333334,179.42933333333335,164.9223,16.133333333333333,0.7994579945799458
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,round-robin-sw,30,1.4426666666666665,929.2656666666667,487.56332,2.2333333333333334,0.7968535529511139
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,aoi-normalized,62,6.855645161290322,307.13274193548386,293.608414516129,8.790322580645162,0.8023169336384439
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,max-weight-drift,62,13.868709677419355,283.2040322580645,305.9255709677419,9.387096774193548,0.8005753145008417
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,max-weight-sw,62,2.06758064516129,309.01854838709676,251.1311758064516,8.935483870967742,0.7995563791554358
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,mw-pe,62,2.1183870967741933,291.63790322580644,246.0593112903226,9.096774193548388,0.7992461057553389
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,pf-classic,62,28.017419354838708,318.7088709677419,755.7199677419355,9.225806451612904,0.8002306648575306
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,pf-classic-sw,62,1.9269354838709676,341.10225806451615,280.6783741935484,8,0.8021191646191647
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,round-robin,62,27.175967741935484,310.54725806451614,677.2126258064516,9.290322580645162,0.8002713704206241
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,round-robin-sw,62,1.3466129032258065,1040.9524193548386,517.7822338709677,1.0161290322580645,0.801740522156647
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,aoi-normalized,126,13.166904761904762,511.72285714285715,455.9049253968254,4.492063492063492,0.7986122538533268
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,max-weight-drift,126,10.357936507936508,526.1828571428572,454.10835476190476,4.309523809523809,0.7992964136640933
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,max-weight-sw,126,2.164920634920635,733.2640476190476,434.0279476190476,2.515873015873016,0.8011805555555556
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,mw-pe,126,3.107063492063492,532.6969047619048,361.93552063492064,4.611111111111111,0.8001793545692419
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,pf-classic,126,134.50690476190476,544.5303968253968,8304.474484126984,4.896825396825397,0.7995947828289224
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,pf-classic-sw,126,2.9096825396825396,580.3104761904762,390.90622063492066,4.404761904761905,0.8009827022974348
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,round-robin,126,114.3945238095238,554.5935714285714,4419.903317460317,4.849206349206349,0.8001519564391542
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,round-robin-sw,126,2.0131746031746034,1052.0723015873016,523.1009674603174,0.10317460317460317,0.8062189297202457
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,aoi-normalized,254,22.461456692913387,723.3149212598425,781.9674157480315,2.2755905511811023,0.8014660798713774
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,max-weight-drift,254,7.201653543307087,979.9005905511812,538.3155799212599,1.452755905511811,0.7997419776865211
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,max-weight-sw,254,2.8722834645669293,1051.3941338582677,526.0191350393701,0.12598425196850394,0.799202331645958
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,mw-pe,254,3.9426377952755907,1007.6698031496063,519.9217031496063,1.2677165354330708,0.7996152912394718
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,pf-classic,254,476.6625590551181,850.105,41873.200762598426,2.5196850393700787,0.7999093226154299
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,pf-classic-sw,254,5.132322834645669,931.8155511811024,505.1124767716535,2.2559055118110236,0.7993890020366599
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,round-robin,254,290.9861811023622,881.6405118110237,18505.866821259842,2.4803149606299213,0.799639741201843
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,round-robin-sw,254,3.4554330708661416,1052.0985826771653,529.3768602362205,0.011811023622047244,0.8009816187084977
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,aoi-normalized,6,1.245,178.19833333333332,163.74411666666668,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,max-weight-drift,6,1.245,177.69166666666666,163.71916666666667,16.5,0.8083353141589414
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,max-weight-sw,6,2.4050000000000002,269.93666666666667,229.57473333333334,10,0.8047344689378757
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,mw-pe,6,2.125,285.65999999999997,243.20566666666667,9.833333333333334,0.8040201005025126
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,pf-classic,6,1.2433333333333334,178.24333333333334,163.77393333333333,16.666666666666668,0.8056413913319072
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,pf-classic-sw,6,1.9,339.37666666666667,278.6517166666667,8,0.8053531834019639
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,round-robin,6,1.245,178.24166666666667,163.72238333333334,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,round-robin-sw,6,1.96,339.12333333333333,279.5314833333333,8,0.8057713651498335
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,aoi-normalized,14,1.247142857142857,179.27,165.16590714285715,16.142857142857142,0.7992121973581446
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,max-weight-drift,14,1.2478571428571428,179.48214285714286,165.18002142857142,16,0.7985330571496485
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,max-weight-sw,14,2.407857142857143,270.68642857142856,231.02415714285715,10.071428571428571,0.7992692886309908
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,mw-pe,14,2.13,286.8457142857143,244.64699285714286,9.571428571428571,0.8011941996019335
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,pf-classic,14,1.2464285714285714,179.22571428571428,165.13995,16.142857142857142,0.7995517674623926
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,pf-classic-sw,14,1.9035714285714285,341.2007142857143,280.9867,8,0.7983193277310925
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,round-robin,14,1.2478571428571428,179.12214285714285,165.05472857142857,16.142857142857142,0.7999252945770654
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,round-robin-sw,14,1.612142857142857,573.4671428571429,383.7221,4.428571428571429,0.7999049994062463
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,aoi-normalized,30,1.2496666666666667,179.47299999999998,164.95418666666666,16.133333333333333,0.7992836653512734
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,max-weight-drift,30,1.2503333333333333,179.189,164.93080333333333,16.133333333333333,0.7998225011489881
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,max-weight-sw,30,2.4223333333333334,271.23766666666666,231.1971,10,0.8000754811926029
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,mw-pe,30,2.1376666666666666,287.83866666666665,244.92576,9.566666666666666,0.7995957339290939
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,pf-classic,30,1.2496666666666667,179.436,164.94555333333332,16.133333333333333,0.7994896908033408
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,pf-classic-sw,30,1.9246666666666665,340.70933333333335,280.44524333333334,8,0.802291990730453
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,round-robin,30,1.2493333333333334,179.42933333333335,164.9223,16.133333333333333,0.7994579945799458
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,round-robin-sw,30,1.4426666666666665,929.2656666666667,487.56332,2.2333333333333334,0.7968535529511139
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,aoi-normalized,62,1.2498387096774193,178.99403225806452,164.70388548387098,16.241935483870968,0.8003358921464122
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,max-weight-drift,62,1.25,179.17661290322582,165.10825161290322,16.20967741935484,0.8006579805059855
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,max-weight-sw,62,2.0785483870967743,307.45451612903224,250.36495322580646,8.951612903225806,0.7996787260790613
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,mw-pe,62,2.1191935483870967,291.5635483870968,246.04513548387098,9.096774193548388,0.7991599947499672
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,pf-classic,62,1.2501612903225807,178.96322580645162,164.67668548387095,16.241935483870968,0.8004892675557328
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,pf-classic-sw,62,1.9269354838709676,341.10225806451615,280.6783741935484,8,0.8021191646191647
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,round-robin,62,1.2501612903225807,178.9909677419355,164.69328548387097,16.241935483870968,0.8003895735396744
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,round-robin-sw,62,1.3466129032258065,1040.9524193548386,517.7822338709677,1.0161290322580645,0.801740522156647
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,aoi-normalized,126,3.218095238095238,313.33507936507937,272.33400873015876,8.357142857142858,0.8011132101419379
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,max-weight-drift,126,3.518253968253968,310.2369047619048,273.09740873015875,8.53968253968254,0.798934204916868
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,max-weight-sw,126,1.7207142857142856,410.54857142857145,305.99323888888887,6.007936507936508,0.8003343099691984
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,mw-pe,126,2.0654761904761902,304.59007936507936,250.2521,8.992063492063492,0.7989736861884946
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,pf-classic,126,28.398333333333333,321.0253968253968,784.9344841269841,9.11111111111111,0.8001350980798684
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,pf-classic-sw,126,1.9213492063492064,341.7131746031746,280.9099412698413,8,0.7990449031323557
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,round-robin,126,27.033730158730158,311.8220634920635,692.8662817460317,9.206349206349206,0.8002648687695642
capacity_15min_sw_nsw_assimetrico,32,32,2r_static,static,2,round-robin-sw,126,1.2985714285714287,1052.0726190476191,520.4358984126984,0.09523809523809523,0.8018316445830086
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,aoi-normalized,254,6.578425196850394,535.7599606299212,394.95693582677166,4.02755905511811,0.7996814304061762
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,max-weight-drift,254,3.5594094488188976,553.9649606299213,390.52614488188976,3.5039370078740157,0.8003894919348875
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,max-weight-sw,254,2.0231102362204725,1003.4619685039371,510.3348937007874,1.279527559055118,0.7995908028059237
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,mw-pe,254,2.647992125984252,626.3143307086614,395.35539803149607,3.590551181102362,0.7999566358382367
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,pf-classic,254,135.8487401574803,537.6466535433071,9675.590941338583,4.8700787401574805,0.7996541424304354
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,pf-classic-sw,254,2.907204724409449,581.074094488189,391.22255787401576,4.4015748031496065,0.7989554229740581
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,round-robin,254,114.64417322834646,555.3170472440945,5151.881983070866,4.84251968503937,0.8001182434557279
capacity_15min_sw_nsw_assimetrico,32,64,2r_static,static,2,round-robin-sw,254,1.9536220472440944,1052.0983070866141,522.7713181102362,0.011811023622047244,0.7969005679083646
