experiment,K,C,scenario,routing_mode,num_routes,policy,n_drones,mean_h1,mean_h2,mean_risk,peak_h1,peak_h2,peak_risk,frames_per_drone,channel_util
capacity_15min_sw_nsw_assimetrico,4,32,2r_static,static,2,pf-classic-sw,50,8.4434,2097.7278,1505.9717640000001,27,4062,1742.4607,7.66,0.7984988790330442
capacity_15min_sw_nsw_assimetrico,4,32,2r_static,static,2,round-robin,126,725.3839682539683,1048.7130952380953,45750.80101587302,1888,2107,65564.5929,1.2857142857142858,0.8028635433914483
capacity_15min_sw_nsw_assimetrico,4,32,2r_static,static,2,round-robin-sw,50,6.8158,3642.2114,2067.401524,74,9004,2364.0114,3.6,0.7997409129010135
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,aoi-normalized,254,23.73515748031496,1041.351692913386,812.9461980314961,140,2108,1369.7579,0.09055118110236221,0.8059823471722786
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,aoi-sw,102,21.43235294117647,2239.2973529411765,1734.204843137255,57,5420,1979.6284,5.029411764705882,0.8003704997190884
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,max-weight-drift,254,9.888110236220472,1051.2520866141733,588.692662992126,72,2108,960.9442,0.015748031496062992,0.8183146614710181
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,max-weight-sw,102,8.514509803921568,5200.277745098039,2514.307231372549,27,10500,2534.4822,0.4411764705882353,0.8034947430771509
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,mw-pe,254,9.64232283464567,1052.1002362204724,569.2828866141732,27,2108,665.1255,0.011811023622047244,0.802027027027027
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,pf-classic,254,935.1218897637796,1024.3689763779528,83475.73209566929,2099,2108,112456.1557,0.40551181102362205,0.8028175786133283
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,pf-classic-sw,102,16.403725490196077,3626.4491176470588,2112.202114705882,48,7904,2379.8665,3.5980392156862746,0.8008212005349105
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,round-robin,254,889.7305118110236,1051.9705511811023,76069.02544803149,2046,2108,106723.4021,0.27165354330708663,0.803346475622656
capacity_15min_sw_nsw_assimetrico,4,64,2r_static,static,2,round-robin-sw,102,13.179607843137255,4963.589901960784,2477.279380392157,171,10499,2663.54,1.5686274509803921,0.7988700144965245
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,aoi-normalized,6,1.245,178.19833333333332,163.74411666666668,7,272,178.889,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,aoi-sw,2,2.35,285.73,252.88565,10,509,253.0488,53.5,0.802259047335959
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,max-weight-drift,6,1.245,177.69166666666666,163.71916666666667,7,266,176.893,16.5,0.8083353141589414
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,max-weight-sw,2,2.8200000000000003,255.25,225.89170000000001,10,492,225.9135,60,0.8048311102262924
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,mw-pe,6,2.125,285.63,243.20406666666668,9,489,260.4763,9.833333333333334,0.8040460134867117
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,pf-classic,6,1.2433333333333334,178.24333333333334,163.77393333333333,7,271,178.9524,16.666666666666668,0.8056413913319072
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,pf-classic-sw,2,1.9249999999999998,365.88,323.0272,11,548,323.1745,42,0.8078723607528423
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,round-robin,6,1.245,178.24166666666667,163.72238333333334,7,271,178.9501,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,8,2,2r_static,static,2,round-robin-sw,2,1.9849999999999999,366.7,323.6088,12,547,323.7912,42,0.8039813315553862
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,aoi-normalized,14,1.247142857142857,179.27,165.16590714285715,7,266,181.7731,16.142857142857142,0.7992121973581446
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,aoi-sw,6,2.3600000000000003,286.39166666666665,253.75188333333332,9,497,255.3433,53.333333333333336,0.8017523828435266
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,max-weight-drift,14,1.2478571428571428,179.48214285714286,165.18002142857142,9,276,180.9803,16,0.7985330571496485
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,max-weight-sw,6,2.835,256.005,226.7363,10,484,228.6764,59.833333333333336,0.8012009625361503
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,mw-pe,14,2.130714285714286,286.8014285714286,244.6326,9,491,266.5801,9.571428571428571,0.8013535031847133
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,pf-classic,14,1.2457142857142858,179.22571428571428,165.13995,7,268,181.8278,16.142857142857142,0.7995178104519678
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,pf-classic-sw,6,1.9233333333333333,367.9866666666667,325.11938333333336,12,536,326.5369,41.5,0.8014360147413903
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,round-robin,14,1.2478571428571428,179.12214285714285,165.05472857142857,7,268,181.8522,16.142857142857142,0.7999252945770654
capacity_15min_sw_nsw_assimetrico,8,4,2r_static,static,2,round-robin-sw,6,1.7,592.1,511.3666333333333,14,1051,596.3546,27.5,0.7996952090675302
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,aoi-normalized,30,15.77,282.456,366.7312166666667,128,607,893.0198,9.5,0.7992756804214223
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,aoi-sw,12,2.3541666666666665,286.5491666666667,253.910375,10,507,255.4099,53.333333333333336,0.7990339360911568
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,max-weight-drift,30,22.773666666666667,277.4376666666667,520.2407533333334,135,634,1655.7073,9.866666666666667,0.799805073360904
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,max-weight-sw,12,2.8383333333333334,255.66416666666666,226.48740833333335,11,489,228.1884,60,0.8006174541044159
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,mw-pe,30,2.1376666666666666,287.83866666666665,244.92576,10,510,267.4767,9.566666666666666,0.7995957339290939
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,pf-classic,30,28.088333333333335,321.7873333333333,682.50699,195,596,1766.9623,9.2,0.8000670447244183
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,pf-classic-sw,12,1.9249999999999998,368.22583333333336,325.3591583333333,11,537,328.324,41.5,0.8002953412302709
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,round-robin,30,26.947666666666667,310.808,702.8375966666666,151,525,1950.3056,9.166666666666666,0.7998994329133726
capacity_15min_sw_nsw_assimetrico,8,8,2r_static,static,2,round-robin-sw,12,1.4933333333333334,1106.9825,908.4228416666666,12,2131,1089.7918,15.25,0.8026922914109131
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,aoi-normalized,62,27.353548387096772,438.7683870967742,755.3544096774193,130,1160,2406.046,4.887096774193548,0.7993566963243496
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,aoi-sw,24,3.3954166666666667,432.0204166666667,392.1893083333333,12,931,456.9167,35.5,0.7994226520875489
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,max-weight-drift,62,32.7933870967742,428.05,956.937520967742,183,923,2760.2567,5.080645161290323,0.7978002553275066
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,max-weight-sw,24,3.0195833333333333,496.65875,419.6435583333333,11,1792,507.231,33.708333333333336,0.8001153707017081
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,mw-pe,62,3.313548387096774,500.8435483870968,355.30953387096775,12,1130,405.9985,4.903225806451613,0.7986591291347411
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,pf-classic,62,136.66532258064515,544.815,8076.698169354839,1380,1886,48566.2165,4.919354838709677,0.7987062990913292
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,pf-classic-sw,24,2.6341666666666668,588.1079166666667,509.94736666666665,14,1032,602.9381,27.541666666666668,0.7991866148193072
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,round-robin,62,114.57016129032257,553.4269354838709,4298.100777419355,484,1093,14597.2413,4.951612903225806,0.7985266184095693
capacity_15min_sw_nsw_assimetrico,8,16,2r_static,static,2,round-robin-sw,24,1.9425,2179.6658333333335,1515.8304458333334,16,4673,1836.2593,7.708333333333333,0.8009305683686976
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,aoi-normalized,126,38.2652380952381,636.1401587301588,1395.5713365079364,246,1677,5185.9889,2.373015873015873,0.8012019981267562
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,aoi-sw,50,6.0804,723.8228,691.81452,20,1610,818.1586,19.7,0.7992691937038227
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,max-weight-drift,126,22.257698412698414,879.9600793650794,832.2319182539683,247,2107,2672.0744,2.111111111111111,0.7982894402574308
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,max-weight-sw,50,3.535,1464.522,1097.765832,12,4795,1353.5201,12.1,0.7997316030852616
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,mw-pe,126,4.903412698412699,967.2788095238095,512.2251436507936,16,2107,577.2773,1.9126984126984128,0.797619985814485
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,pf-classic,126,473.4204761904762,847.0005555555556,34268.6558484127,1853,2107,74257.7292,2.484126984126984,0.7982979773063641
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,pf-classic-sw,50,4.5198,1120.7902,919.32512,20,2035,1109.903,15.04,0.8006941869567009
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,round-robin,126,290.2055555555556,881.775634920635,15361.510266666666,957,2033,37857.412,2.5,0.7982979773063641
capacity_15min_sw_nsw_assimetrico,8,32,2r_static,static,2,round-robin-sw,50,3.2382,3632.674,2063.73864,41,8268,2300.3863,3.6,0.7984912561435593
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,aoi-normalized,254,23.720590551181104,1011.6379527559055,719.4014633858268,252,2108,1401.5958,0.46062992125984253,0.8000373471102673
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,aoi-sw,102,11.370392156862746,1248.118431372549,1168.7579980392156,32,2941,1348.9317,10.166666666666666,0.8000380387234205
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,max-weight-drift,254,5.647362204724409,1040.2088976377952,552.0056255905512,67,2108,841.5796,0.15354330708661418,0.7998538189791692
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,max-weight-sw,102,4.662058823529412,4719.358529411765,2353.5122519607844,17,10500,2527.9973,1.8823529411764706,0.8032398415041566
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,mw-pe,254,5.375236220472441,1051.753622047244,540.5035157480315,17,2108,584.2903,0.07480314960629922,0.8002551020408163
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,pf-classic,254,767.3021653543307,994.5053543307087,68746.88132204725,2099,2108,110120.3209,1.2401574803149606,0.7984370463563341
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,pf-classic-sw,102,8.45450980392157,2104.0576470588235,1509.3660411764706,28,4063,1746.0546,7.627450980392157,0.8007219101665798
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,round-robin,254,729.2427952755905,1048.6488188976377,59389.014966929135,1881,2107,81617.4226,1.2677165354330708,0.7985580180005807
capacity_15min_sw_nsw_assimetrico,8,64,2r_static,static,2,round-robin-sw,102,5.942156862745098,4941.340294117647,2446.834255882353,74,10499,2546.7546,1.6176470588235294,0.798996282527881
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,aoi-normalized,6,1.245,178.19833333333332,163.74411666666668,7,272,178.889,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,aoi-sw,2,2.35,285.73,252.88565,10,509,253.0488,53.5,0.802259047335959
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,max-weight-drift,6,1.245,177.69166666666666,163.71916666666667,7,266,176.893,16.5,0.8083353141589414
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,max-weight-sw,2,2.815,255.33999999999997,225.9586,10,492,226.0473,60,0.8041387543941102
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,mw-pe,6,2.125,285.65999999999997,243.20566666666667,9,489,260.4763,9.833333333333334,0.8040201005025126
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,pf-classic,6,1.2433333333333334,178.24333333333334,163.77393333333333,7,271,178.9524,16.666666666666668,0.8056413913319072
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,pf-classic-sw,2,1.9249999999999998,365.88,323.0272,11,548,323.1745,42,0.8078723607528423
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,round-robin,6,1.245,178.24166666666667,163.72238333333334,7,271,178.9501,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,16,2,2r_static,static,2,round-robin-sw,2,1.9849999999999999,366.7,323.6088,12,547,323.7912,42,0.8039813315553862
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,aoi-normalized,14,1.247142857142857,179.27,165.16590714285715,7,266,181.7731,16.142857142857142,0.7992121973581446
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,aoi-sw,6,2.3600000000000003,286.39166666666665,253.75188333333332,9,497,255.3433,53.333333333333336,0.8017523828435266
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,max-weight-drift,14,1.2478571428571428,179.48214285714286,165.18002142857142,9,276,180.9803,16,0.7985330571496485
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,max-weight-sw,6,2.835,256.0133333333333,226.73928333333333,10,486,228.6763,59.833333333333336,0.8014398975287649
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,mw-pe,14,2.13,286.8457142857143,244.64699285714286,9,491,266.5801,9.571428571428571,0.8011941996019335
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,pf-classic,14,1.2457142857142858,179.22571428571428,165.13995,7,268,181.8278,16.142857142857142,0.7995178104519678
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,pf-classic-sw,6,1.9233333333333333,367.9866666666667,325.11938333333336,12,536,326.5369,41.5,0.8014360147413903
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,round-robin,14,1.2478571428571428,179.12214285714285,165.05472857142857,7,268,181.8522,16.142857142857142,0.7999252945770654
capacity_15min_sw_nsw_assimetrico,16,4,2r_static,static,2,round-robin-sw,6,1.7,592.1,511.3666333333333,14,1051,596.3546,27.5,0.7996952090675302
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,aoi-normalized,30,1.2496666666666667,179.47299999999998,164.95418666666666,7,275,180.6184,16.133333333333333,0.7992836653512734
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,aoi-sw,12,2.3541666666666665,286.5491666666667,253.910375,10,507,255.4099,53.333333333333336,0.7990339360911568
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,max-weight-drift,30,1.2503333333333333,179.189,164.93080333333333,7,277,181.4822,16.133333333333333,0.7998225011489881
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,max-weight-sw,12,2.8383333333333334,255.66416666666666,226.48740833333335,11,489,228.1884,60,0.8006174541044159
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,mw-pe,30,2.1376666666666666,287.83866666666665,244.92576,10,510,267.4767,9.566666666666666,0.7995957339290939
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,pf-classic,30,1.2496666666666667,179.43633333333332,164.94705333333334,7,275,180.5819,16.133333333333333,0.7994896908033408
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,pf-classic-sw,12,1.9249999999999998,368.22583333333336,325.3591583333333,11,537,328.324,41.5,0.8002953412302709
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,round-robin,30,1.2493333333333334,179.42933333333335,164.9223,7,280,180.4992,16.133333333333333,0.7994579945799458
capacity_15min_sw_nsw_assimetrico,16,8,2r_static,static,2,round-robin-sw,12,1.4933333333333334,1106.9825,908.4228416666666,12,2131,1089.7918,15.25,0.8026922914109131
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,aoi-normalized,62,6.855645161290322,307.13274193548386,293.608414516129,104,663,535.685,8.790322580645162,0.8023169336384439
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,aoi-sw,24,2.359166666666667,286.41625,253.82995416666668,10,511,255.3487,53.166666666666664,0.8007516465524727
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,max-weight-drift,62,13.868709677419355,283.2040322580645,305.9255709677419,114,631,696.1029,9.387096774193548,0.8005753145008417
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,max-weight-sw,24,2.5220833333333332,272.9266666666667,240.76167916666668,10,574,241.9386,56.083333333333336,0.7996823809663853
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,mw-pe,62,2.1183870967741933,291.63790322580644,246.0593112903226,9,553,272.8432,9.096774193548388,0.7992461057553389
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,pf-classic,62,28.053225806451614,318.5296774193548,767.1872725806452,194,565,2072.7578,9.241935483870968,0.8000135685210312
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,pf-classic-sw,24,1.9249999999999998,368.0129166666667,325.146825,12,547,329.2072,41.583333333333336,0.800735311633964
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,round-robin,62,27.175967741935484,310.54725806451614,677.2126258064516,224,594,1992.8348,9.290322580645162,0.8002713704206241
capacity_15min_sw_nsw_assimetrico,16,16,2r_static,static,2,round-robin-sw,24,1.3766666666666667,2065.01,1487.2840791666667,10,4151,1723.9604,7.833333333333333,0.8014360784628345
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,aoi-normalized,126,13.166904761904762,511.72285714285715,455.9049253968254,133,1161,1263.0226,4.492063492063492,0.7986122538533268
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,aoi-sw,50,3.4156,433.0292,394.739222,13,919,460.8232,35.18,0.7991586002495372
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,max-weight-drift,126,10.357936507936508,526.1828571428572,454.10835476190476,116,1212,1110.3753,4.309523809523809,0.7992964136640933
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,max-weight-sw,50,2.5124,615.6318,511.05932,10,2223,630.264,27.56,0.8007388540877906
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,mw-pe,126,3.107063492063492,532.6969047619048,361.93552063492064,12,1315,413.3831,4.611111111111111,0.8001793545692419
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,pf-classic,126,139.80412698412698,547.3515079365079,8834.813438095238,1475,1967,53798.331,4.888888888888889,0.7995973460291734
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,pf-classic-sw,50,2.6476,593.1626,514.082094,12,1031,606.4424,27.24,0.7995982614417566
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,round-robin,126,114.3945238095238,554.5935714285714,4419.903317460317,478,1095,14389.5556,4.849206349206349,0.8001519564391542
capacity_15min_sw_nsw_assimetrico,16,32,2r_static,static,2,round-robin-sw,50,1.8482,3633.3342,2062.504186,17,8918,2364.0649,3.68,0.802690241207179
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,aoi-normalized,254,22.461456692913387,723.3149212598425,781.9674157480315,256,1911,2546.9637,2.2755905511811023,0.8014660798713774
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,aoi-sw,102,6.116372549019608,722.3288235294118,694.0729245098039,22,1613,821.7289,19.558823529411764,0.799821499404998
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,max-weight-drift,254,7.201653543307087,979.9005905511812,538.3155799212599,123,2108,835.8812,1.452755905511811,0.7997419776865211
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,max-weight-sw,102,3.0816666666666666,2150.1716666666666,1463.940174509804,13,6489,1817.0751,8.127450980392156,0.8013653483992467
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,mw-pe,254,3.9426377952755907,1007.6698031496063,519.9217031496063,16,2107,566.0584,1.2677165354330708,0.7996152912394718
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,pf-classic,254,477.75421259842517,848.0689763779527,41987.51077637795,1851,2107,87319.2203,2.5236220472440944,0.8001053818253112
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,pf-classic-sw,102,4.531470588235294,1126.973431372549,923.7506039215687,18,2043,1114.9194,14.92156862745098,0.8000538500226069
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,round-robin,254,290.9861811023622,881.6405118110237,18505.866821259842,968,2060,40733.9249,2.4803149606299213,0.799639741201843
capacity_15min_sw_nsw_assimetrico,16,64,2r_static,static,2,round-robin-sw,102,3.0657843137254903,4935.043235294118,2442.9711833333336,30,10499,2533.3635,1.6274509803921569,0.8020147949890338
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,aoi-normalized,6,1.245,178.19833333333332,163.74411666666668,7,272,178.889,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,aoi-sw,2,2.35,285.73,252.88565,10,509,253.0488,53.5,0.802259047335959
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,max-weight-drift,6,1.245,177.69166666666666,163.71916666666667,7,266,176.893,16.5,0.8083353141589414
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,max-weight-sw,2,2.815,255.33999999999997,225.9597,10,492,226.0495,60,0.8044588945657223
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,mw-pe,6,2.125,285.65999999999997,243.20566666666667,9,489,260.4763,9.833333333333334,0.8040201005025126
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,pf-classic,6,1.2433333333333334,178.24333333333334,163.77393333333333,7,271,178.9524,16.666666666666668,0.8056413913319072
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,pf-classic-sw,2,1.9249999999999998,365.88,323.0272,11,548,323.1745,42,0.8078723607528423
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,round-robin,6,1.245,178.24166666666667,163.72238333333334,7,271,178.9501,16.666666666666668,0.8057998573805563
capacity_15min_sw_nsw_assimetrico,32,2,2r_static,static,2,round-robin-sw,2,1.9849999999999999,366.7,323.6088,12,547,323.7912,42,0.8039813315553862
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,aoi-normalized,14,1.247142857142857,179.27,165.16590714285715,7,266,181.7731,16.142857142857142,0.7992121973581446
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,aoi-sw,6,2.3600000000000003,286.39166666666665,253.75188333333332,9,497,255.3433,53.333333333333336,0.8017523828435266
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,max-weight-drift,14,1.2478571428571428,179.48214285714286,165.18002142857142,9,276,180.9803,16,0.7985330571496485
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,max-weight-sw,6,2.835,256.0133333333333,226.73928333333333,10,486,228.6763,59.833333333333336,0.8014398975287649
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,mw-pe,14,2.13,286.8457142857143,244.64699285714286,9,491,266.5801,9.571428571428571,0.8011941996019335
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,pf-classic,14,1.2457142857142858,179.22571428571428,165.13995,7,268,181.8278,16.142857142857142,0.7995178104519678
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,pf-classic-sw,6,1.9233333333333333,367.9866666666667,325.11938333333336,12,536,326.5369,41.5,0.8014360147413903
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,round-robin,14,1.2478571428571428,179.12214285714285,165.05472857142857,7,268,181.8522,16.142857142857142,0.7999252945770654
capacity_15min_sw_nsw_assimetrico,32,4,2r_static,static,2,round-robin-sw,6,1.7,592.1,511.3666333333333,14,1051,596.3546,27.5,0.7996952090675302
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,aoi-normalized,30,1.2496666666666667,179.47299999999998,164.95418666666666,7,275,180.6184,16.133333333333333,0.7992836653512734
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,aoi-sw,12,2.3541666666666665,286.5491666666667,253.910375,10,507,255.4099,53.333333333333336,0.7990339360911568
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,max-weight-drift,30,1.2503333333333333,179.189,164.93080333333333,7,277,181.4822,16.133333333333333,0.7998225011489881
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,max-weight-sw,12,2.8383333333333334,255.66416666666666,226.48740833333335,11,489,228.1884,60,0.8006262817826979
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,mw-pe,30,2.1376666666666666,287.83866666666665,244.92576,10,510,267.4767,9.566666666666666,0.7995957339290939
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,pf-classic,30,1.2496666666666667,179.43633333333332,164.94705333333334,7,275,180.5819,16.133333333333333,0.7994896908033408
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,pf-classic-sw,12,1.9249999999999998,368.22583333333336,325.3591583333333,11,537,328.324,41.5,0.8002953412302709
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,round-robin,30,1.2493333333333334,179.42933333333335,164.9223,7,280,180.4992,16.133333333333333,0.7994579945799458
capacity_15min_sw_nsw_assimetrico,32,8,2r_static,static,2,round-robin-sw,12,1.4933333333333334,1106.9825,908.4228416666666,12,2131,1089.7918,15.25,0.8026922914109131
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,aoi-normalized,62,1.2498387096774193,178.99403225806452,164.70388548387098,7,270,181.0075,16.241935483870968,0.8003358921464122
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,aoi-sw,24,2.359166666666667,286.41625,253.82995416666668,10,511,255.3487,53.166666666666664,0.8007516465524727
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,max-weight-drift,62,1.25,179.17661290322582,165.10825161290322,7,271,185.6969,16.20967741935484,0.8006579805059855
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,max-weight-sw,24,2.5375,271.85,239.81291666666667,10,573,241.1526,56.291666666666664,0.8005464320682922
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,mw-pe,62,2.1191935483870967,291.5635483870968,246.04513548387098,9,551,272.7403,9.096774193548388,0.7991599947499672
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,pf-classic,62,1.2501612903225807,178.96322580645162,164.67668548387095,7,270,180.7594,16.241935483870968,0.8004892675557328
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,pf-classic-sw,24,1.9249999999999998,368.0129166666667,325.146825,12,547,329.2072,41.583333333333336,0.800735311633964
capacity_15min_sw_nsw_assimetrico,32,16,2r_static,static,2,round-robin,62,1.2501612903225807,178.9909677419355,164.69328548387097,7,270,181.03,16.241935483870968,0.8003895735396744
